Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Discount_Independence,Satisfaction_Flag,Prev_Norm,Freq_Norm,Spend_Norm,Rating_Norm,Loyalty_A,Loyalty_B,Customer_Value_Score,Value_Tier,Organic_Demand_Score,Loyalty_A_Tier,Loyalty_B_Tier
81,19,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.8,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,4,0,Unsatisfied,0.4693877551020408,0.058823529411764705,0.65,0.52,0.30516206482593033,0.39069387755102036,0.4775810324129652,High Value,0.231812725090036,Medium Loyalty,Medium Loyalty
82,67,Male,Shoes,Footwear,96,Virginia,L,Maroon,Summer,2.6,Yes,Express,Yes,Yes,36,Credit Card,Quarterly,4,0,Unsatisfied,0.7142857142857142,0.058823529411764705,0.9500000000000002,0.040000000000000036,0.4521008403361344,0.3691428571428571,0.7010504201680672,VIP,0.342016806722689,High Loyalty,Low Loyalty
83,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Quarterly,4,0,Satisfied,0.4081632653061224,0.058823529411764705,0.10000000000000003,0.6000000000000001,0.2684273709483793,0.3840816326530612,0.1842136854741897,Low Value,0.20426170468187274,Medium Loyalty,Medium Loyalty
84,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,Yes,34,Bank Transfer,Weekly,52,0,Satisfied,0.673469387755102,0.9999999999999999,0.25,0.6399999999999999,0.8040816326530611,0.528734693877551,0.5270408163265305,High Value,0.6530612244897958,Champion,High Loyalty
85,52,Male,Coat,Outerwear,32,Arizona,S,Peach,Spring,4.4,Yes,Standard,Yes,Yes,42,Bank Transfer,Quarterly,4,0,Satisfied,0.836734693877551,0.058823529411764705,0.15000000000000002,0.7600000000000002,0.5255702280912364,0.6463673469387755,0.33778511404561823,Medium Value,0.39711884753901555,High Loyalty,High Loyalty
86,53,Male,Sunglasses,Accessories,95,New Mexico,M,Charcoal,Winter,4.5,Yes,Next Day Air,Yes,Yes,2,Debit Card,Fortnightly,26,0,Satisfied,0.02040816326530612,0.49019607843137253,0.9375,0.8,0.2083233293317327,0.25020408163265306,0.5729116646658664,High Value,0.18075230092036812,Low Loyalty,Low Loyalty
87,24,Male,Hoodie,Clothing,41,Nevada,L,Pink,Spring,3.7,Yes,2-Day Shipping,Yes,Yes,47,Cash,Fortnightly,26,0,Unsatisfied,0.9387755102040816,0.49019607843137253,0.26250000000000007,0.4800000000000002,0.759343737494998,0.6133877551020408,0.510921868747499,High Value,0.594017607042817,Champion,High Loyalty
88,52,Male,Shoes,Footwear,53,Ohio,M,Green,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,44,Debit Card,Fortnightly,26,0,Unsatisfied,0.8775510204081631,0.49019607843137253,0.4125000000000001,0.4800000000000002,0.7226090436174468,0.5827755102040816,0.5675545218087235,High Value,0.5664665866346538,Champion,High Loyalty
89,33,Male,T-shirt,Clothing,47,Wyoming,M,Orange,Fall,3.5,Yes,Free Shipping,Yes,Yes,35,Credit Card,Monthly,12,0,Unsatisfied,0.693877551020408,0.21568627450980393,0.3375,0.40000000000000013,0.5026010404161664,0.4669387755102041,0.42005052020808326,Medium Value,0.387735094037615,High Loyalty,Medium Loyalty
90,47,Male,Jacket,Outerwear,83,California,XL,Pink,Fall,3.6,Yes,Next Day Air,Yes,Yes,15,Cash,Quarterly,4,0,Unsatisfied,0.28571428571428564,0.058823529411764705,0.7875000000000001,0.44000000000000017,0.19495798319327726,0.27485714285714286,0.4912289915966387,High Value,0.1491596638655462,Low Loyalty,Low Loyalty
91,25,Male,Hat,Accessories,48,South Carolina,L,Violet,Summer,2.9,Yes,Express,Yes,Yes,29,Credit Card,Monthly,12,0,Unsatisfied,0.5714285714285714,0.21568627450980393,0.3500000000000001,0.15999999999999992,0.4291316526610644,0.3337142857142857,0.3895658263305322,Medium Value,0.3326330532212885,High Loyalty,Low Loyalty
92,44,Male,Scarf,Accessories,99,South Carolina,S,Green,Winter,4.6,Yes,Standard,Yes,Yes,18,Credit Card,Quarterly,4,0,Satisfied,0.346938775510204,0.058823529411764705,0.9875,0.8399999999999999,0.2316926770708283,0.42546938775510196,0.6095963385354142,VIP,0.17671068427370948,Low Loyalty,Medium Loyalty
93,61,Male,Jacket,Outerwear,87,Texas,M,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,13,Venmo,Quarterly,4,0,Satisfied,0.24489795918367344,0.058823529411764705,0.8375000000000001,0.7600000000000002,0.17046818727490995,0.3504489795918368,0.503984093637455,High Value,0.1307923169267707,Low Loyalty,Low Loyalty
94,37,Male,Sweater,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,52,0,Satisfied,0.9183673469387754,0.9999999999999999,0.525,0.8,0.9510204081632652,0.6991836734693877,0.7380102040816325,VIP,0.7632653061224488,Champion,Champion
95,58,Male,Skirt,Clothing,76,Nevada,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,28,Credit Card,Weekly,52,0,Satisfied,0.5510204081632653,0.9999999999999999,0.7000000000000001,0.8399999999999999,0.7306122448979591,0.5275102040816326,0.7153061224489796,VIP,0.5979591836734692,Champion,High Loyalty
96,37,Male,Sneakers,Footwear,100,Missouri,L,Pink,Fall,3.8,Yes,Free Shipping,Yes,Yes,48,PayPal,Monthly,12,0,Unsatisfied,0.9591836734693877,0.21568627450980393,1.0,0.52,0.6617847138855542,0.6355918367346939,0.830892356942777,VIP,0.5071228491396559,Champion,High Loyalty
97,32,Male,Gloves,Accessories,73,Delaware,S,Gold,Spring,3.8,Yes,Express,Yes,Yes,43,Venmo,Quarterly,4,0,Unsatisfied,0.8571428571428571,0.058823529411764705,0.6625000000000001,0.52,0.5378151260504201,0.5845714285714285,0.6001575630252101,VIP,0.4063025210084033,High Loyalty,High Loyalty
98,21,Male,Shoes,Footwear,92,Virginia,M,Teal,Winter,4.8,Yes,Store Pickup,Yes,Yes,37,Cash,Annually,1,0,Satisfied,0.7346938775510203,0.0,0.9000000000000001,0.9199999999999999,0.4408163265306122,0.6433469387755102,0.6704081632653062,VIP,0.33061224489795915,High Loyalty,High Loyalty
99,20,Male,Jeans,Clothing,67,New York,XL,Teal,Spring,2.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Annually,1,0,Unsatisfied,0.38775510204081626,0.0,0.5875,0.040000000000000036,0.23265306122448975,0.20587755102040814,0.4100765306122449,Medium Value,0.17448979591836733,Low Loyalty,Low Loyalty
100,26,Male,Hoodie,Clothing,40,Missouri,XL,Indigo,Summer,3.7,Yes,Express,Yes,Yes,33,Debit Card,Quarterly,4,0,Unsatisfied,0.6530612244897959,0.058823529411764705,0.25,0.4800000000000002,0.4153661464585834,0.470530612244898,0.33268307322929175,Medium Value,0.31446578631452576,Medium Loyalty,Medium Loyalty
101,62,Male,Sunglasses,Accessories,98,South Dakota,M,Maroon,Fall,2.7,Yes,Express,Yes,Yes,31,Cash,Fortnightly,26,0,Unsatisfied,0.6122448979591836,0.49019607843137253,0.9750000000000001,0.08000000000000007,0.5634253701480592,0.3301224489795918,0.7692126850740296,VIP,0.44707883153261296,High Loyalty,Low Loyalty
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,Yes,50,Credit Card,Fortnightly,26,0,Satisfied,1.0,0.49019607843137253,0.8125,0.8399999999999999,0.796078431372549,0.752,0.8042892156862745,VIP,0.6215686274509804,Champion,Champion
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,Yes,35,Credit Card,Quarterly,4,0,Satisfied,0.693877551020408,0.058823529411764705,0.5875,0.9199999999999999,0.4398559423769507,0.622938775510204,0.5136779711884754,High Value,0.33283313325330127,High Loyalty,High Loyalty
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,Yes,Yes,22,Venmo,Fortnightly,26,0,Satisfied,0.4285714285714285,0.49019607843137253,0.8625,0.6000000000000001,0.4532212885154061,0.39428571428571424,0.6578606442577031,VIP,0.3644257703081232,High Loyalty,Medium Loyalty
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Monthly,12,0,Satisfied,0.0,0.21568627450980393,0.050000000000000044,0.7600000000000002,0.08627450980392158,0.22800000000000006,0.06813725490196082,Low Value,0.07549019607843137,Low Loyalty,Low Loyalty
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Annually,1,0,Unsatisfied,0.061224489795918366,0.0,0.9500000000000002,0.44000000000000017,0.03673469387755102,0.16261224489795922,0.4933673469387756,High Value,0.027551020408163266,Low Loyalty,Low Loyalty
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,Yes,31,Credit Card,Monthly,12,0,Unsatisfied,0.6122448979591836,0.21568627450980393,0.1875,0.4800000000000002,0.4536214485794317,0.45012244897959186,0.3205607242897159,Low Value,0.351000400160064,High Loyalty,Medium Loyalty
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,Yes,46,PayPal,Fortnightly,26,0,Unsatisfied,0.9183673469387754,0.49019607843137253,0.5875,0.2400000000000002,0.7470988395358142,0.5311836734693878,0.6672994197679071,VIP,0.5848339335734293,Champion,High Loyalty
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Fortnightly,26,0,Unsatisfied,0.6326530612244897,0.49019607843137253,0.7375,0.3600000000000001,0.5756702681072429,0.4243265306122449,0.6565851340536214,VIP,0.4562625050020007,High Loyalty,Medium Loyalty
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Fortnightly,26,0,Unsatisfied,0.8571428571428571,0.49019607843137253,0.8125,0.040000000000000036,0.7103641456582632,0.44057142857142856,0.7614320728291316,VIP,0.557282913165266,Champion,Medium Loyalty
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,Yes,26,Venmo,Fortnightly,26,0,Satisfied,0.510204081632653,0.49019607843137253,0.07500000000000001,0.6000000000000001,0.5022008803521408,0.43510204081632653,0.2886004401760704,Low Value,0.4011604641856742,High Loyalty,Medium Loyalty
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,Yes,9,Credit Card,Annually,1,0,Satisfied,0.16326530612244897,0.0,0.6875,1.0,0.09795918367346938,0.38163265306122446,0.39272959183673467,Medium Value,0.07346938775510203,Low Loyalty,Medium Loyalty
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,Yes,28,PayPal,Fortnightly,26,0,Satisfied,0.5510204081632653,0.49019607843137253,0.5625,0.72,0.5266906762705081,0.4915102040816326,0.5445953381352541,High Value,0.4195278111244497,High Loyalty,Medium Loyalty
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,Yes,20,PayPal,Quarterly,4,0,Unsatisfied,0.38775510204081626,0.058823529411764705,0.42500000000000004,0.2400000000000002,0.2561824729891956,0.2658775510204082,0.3405912364945978,Medium Value,0.195078031212485,Low Loyalty,Low Loyalty
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,Yes,9,Cash,Weekly,52,0,Unsatisfied,0.16326530612244897,0.9999999999999999,0.9375,0.4800000000000002,0.49795918367346936,0.22563265306122454,0.7177295918367347,VIP,0.42346938775510196,High Loyalty,Low Loyalty
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,4,0,Unsatisfied,0.9591836734693877,0.058823529411764705,0.925,0.52,0.5990396158463385,0.6355918367346939,0.7620198079231693,VIP,0.45222088835534213,Champion,High Loyalty
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,Yes,12,Venmo,Annually,1,0,Unsatisfied,0.22448979591836735,0.0,0.825,0.3600000000000001,0.1346938775510204,0.2202448979591837,0.4798469387755102,High Value,0.10102040816326531,Low Loyalty,Low Loyalty
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,Yes,29,Cash,Fortnightly,26,0,Satisfied,0.5714285714285714,0.49019607843137253,0.15000000000000002,0.8399999999999999,0.5389355742296918,0.5377142857142856,0.34446778711484594,Medium Value,0.42871148459383746,High Loyalty,High Loyalty
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,Yes,27,Cash,Fortnightly,26,0,Satisfied,0.5306122448979591,0.49019607843137253,0.3125,0.9199999999999999,0.5144457783113244,0.5413061224489795,0.4134728891556622,Medium Value,0.41034413765506195,High Loyalty,High Loyalty
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,Yes,44,Cash,Annually,1,0,Satisfied,0.8775510204081631,0.0,0.7000000000000001,0.72,0.5265306122448978,0.6547755102040815,0.6132653061224489,VIP,0.39489795918367343,High Loyalty,Champion
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,Yes,32,Bank Transfer,Annually,1,0,Satisfied,0.6326530612244897,0.0,0.8,0.6000000000000001,0.3795918367346938,0.49632653061224485,0.5897959183673469,High Value,0.2846938775510204,Medium Loyalty,Medium Loyalty
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,26,0,Satisfied,0.2040816326530612,0.49019607843137253,0.65,0.6800000000000002,0.31852741096438575,0.30604081632653063,0.4842637054821929,High Value,0.2634053621448579,Medium Loyalty,Low Loyalty
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Fortnightly,26,0,Satisfied,0.8775510204081631,0.49019607843137253,0.25,0.9199999999999999,0.7226090436174468,0.7147755102040816,0.4863045218087234,High Value,0.5664665866346538,Champion,Champion
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,Yes,46,Cash,Weekly,52,0,Unsatisfied,0.9183673469387754,0.9999999999999999,0.8625,0.2400000000000002,0.9510204081632652,0.5311836734693878,0.9067602040816326,VIP,0.7632653061224488,Champion,High Loyalty
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,Yes,50,PayPal,Annually,1,0,Unsatisfied,1.0,0.0,0.825,0.2400000000000002,0.6,0.5720000000000001,0.7124999999999999,VIP,0.45,Champion,High Loyalty
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,Yes,45,Venmo,Quarterly,4,0,Unsatisfied,0.8979591836734693,0.058823529411764705,0.42500000000000004,0.44000000000000017,0.5623049219687875,0.5809795918367346,0.49365246098439375,High Value,0.4246698679471788,High Loyalty,High Loyalty
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly,4,0,Unsatisfied,0.9591836734693877,0.058823529411764705,0.2,0.56,0.5990396158463385,0.6475918367346939,0.39951980792316927,Medium Value,0.45222088835534213,Champion,High Loyalty
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,26,Credit Card,Weekly,52,0,Satisfied,0.510204081632653,0.9999999999999999,0.8625,0.9199999999999999,0.7061224489795918,0.5311020408163265,0.7843112244897958,VIP,0.5795918367346937,Champion,High Loyalty
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,Yes,21,Credit Card,Fortnightly,26,0,Satisfied,0.4081632653061224,0.49019607843137253,0.15000000000000002,0.8800000000000001,0.44097639055622245,0.46808163265306124,0.2954881952781112,Low Value,0.3552420968387354,High Loyalty,Medium Loyalty
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Fortnightly,26,0,Satisfied,0.9795918367346937,0.49019607843137253,0.5875,0.6800000000000002,0.7838335334133653,0.6937959183673469,0.6856667667066826,VIP,0.6123849539815925,Champion,Champion
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,26,0,Unsatisfied,0.24489795918367344,0.49019607843137253,0.23750000000000004,0.4800000000000002,0.34301720688275306,0.2664489795918368,0.29025860344137655,Low Value,0.2817727090836334,Medium Loyalty,Low Loyalty
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,52,0,Unsatisfied,0.9183673469387754,0.9999999999999999,0.11250000000000004,0.56,0.9510204081632652,0.6271836734693877,0.5317602040816326,High Value,0.7632653061224488,Champion,High Loyalty
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,52,0,Satisfied,0.836734693877551,0.9999999999999999,0.4750000000000001,0.8800000000000001,0.9020408163265305,0.6823673469387754,0.6885204081632653,VIP,0.7265306122448978,Champion,Champion
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,1,0,Unsatisfied,0.4897959183673469,0.0,0.5625,0.0,0.29387755102040813,0.24489795918367346,0.42818877551020407,Medium Value,0.22040816326530613,Medium Loyalty,Low Loyalty
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,12,0,Satisfied,0.4897959183673469,0.21568627450980393,0.925,0.9600000000000002,0.38015206082432973,0.5328979591836736,0.6525760304121648,VIP,0.2958983593437375,Medium Loyalty,High Loyalty
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,4,0,Satisfied,0.22448979591836735,0.058823529411764705,0.7625,0.6399999999999999,0.1582232893157263,0.30424489795918364,0.46036164465786317,High Value,0.12160864345738295,Low Loyalty,Low Loyalty
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,4,0,Unsatisfied,0.061224489795918366,0.058823529411764705,0.825,0.32000000000000006,0.0602641056422569,0.1266122448979592,0.44263205282112844,Medium Value,0.04813925570228091,Low Loyalty,Low Loyalty
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,52,0,Satisfied,0.7551020408163265,0.9999999999999999,0.2875,0.8800000000000001,0.8530612244897958,0.6415510204081633,0.5702806122448979,High Value,0.6897959183673468,Champion,High Loyalty
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,52,0,Satisfied,0.836734693877551,0.9999999999999999,0.11250000000000004,0.7600000000000002,0.9020408163265305,0.6463673469387755,0.5072704081632653,High Value,0.7265306122448978,Champion,High Loyalty
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,1,0,Unsatisfied,0.5918367346938774,0.0,0.9375,0.52,0.35510204081632646,0.4519183673469387,0.6463010204081632,VIP,0.26632653061224487,Medium Loyalty,Medium Loyalty
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,52,0,Unsatisfied,1.0,0.9999999999999999,0.10000000000000003,0.56,1.0,0.668,0.5499999999999999,High Value,0.7999999999999999,Champion,Champion
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,52,0,Satisfied,0.8979591836734693,0.9999999999999999,0.32500000000000007,0.9600000000000002,0.9387755102040816,0.7369795918367347,0.6318877551020408,VIP,0.754081632653061,Champion,Champion
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,26,0,Unsatisfied,0.6530612244897959,0.49019607843137253,0.4750000000000001,0.2400000000000002,0.5879151660664266,0.398530612244898,0.5314575830332133,High Value,0.46544617847138847,Champion,Medium Loyalty
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,4,0,Unsatisfied,0.4897959183673469,0.058823529411764705,0.3500000000000001,0.08000000000000007,0.31740696278511404,0.2688979591836735,0.33370348139255707,Medium Value,0.24099639855942379,Medium Loyalty,Low Loyalty
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,12,0,Unsatisfied,0.4897959183673469,0.21568627450980393,0.2875,0.28000000000000025,0.38015206082432973,0.32889795918367354,0.33382603041216485,Medium Value,0.2958983593437375,Medium Loyalty,Low Loyalty
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,4,0,Satisfied,0.8775510204081631,0.058823529411764705,0.9375,0.8,0.5500600240096037,0.6787755102040816,0.7437800120048018,VIP,0.41548619447779106,High Loyalty,Champion
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,26,0,Satisfied,0.4081632653061224,0.49019607843137253,0.125,0.6000000000000001,0.44097639055622245,0.3840816326530612,0.2829881952781112,Low Value,0.3552420968387354,High Loyalty,Medium Loyalty
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,26,0,Unsatisfied,0.6122448979591836,0.49019607843137253,0.55,0.40000000000000013,0.5634253701480592,0.42612244897959184,0.5567126850740296,High Value,0.44707883153261296,High Loyalty,Medium Loyalty
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,1,0,Unsatisfied,0.9387755102040816,0.0,0.875,0.040000000000000036,0.563265306122449,0.4813877551020408,0.7191326530612245,VIP,0.4224489795918367,High Loyalty,Medium Loyalty
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,12,0,Unsatisfied,0.26530612244897955,0.21568627450980393,0.7000000000000001,0.28000000000000025,0.24545818327330932,0.21665306122448985,0.4727290916366547,High Value,0.1948779511804722,Low Loyalty,Low Loyalty
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Quarterly,4,0,Satisfied,0.32653061224489793,0.058823529411764705,0.9500000000000002,0.9600000000000002,0.21944777911164465,0.451265306122449,0.5847238895558223,High Value,0.16752701080432172,Low Loyalty,Medium Loyalty
